,university,career,inscription_date,first_name,last_name,gender,birth_date,age,location,email,postal_code
186,universidad tecnológica nacional,agronomía,2020-12-04,nan,rebecca soto,female,1960-01-06,62,chapuy,ethomas@hotmail.com,2603
187,universidad tecnológica nacional,licenciatura en administración ,2021-01-26,nan,amy ross,female,1937-04-09,85,arroyito,anitawilson@gmail.com,8313
188,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-06,nan,micheal richardson,male,1935-02-02,87,el campamento,sandersdouglas@gmail.com,3524
189,universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-31,nan,richard johnston,male,1978-12-09,43,el carretero,alyssapratt@hotmail.com,7500
190,universidad tecnológica nacional,ingeniería electrónica,2021-01-13,nan,john moore,male,1996-02-21,26,berraondo,andreacrawford@hotmail.com,8124
191,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-02-01,nan,marilyn winters,female,1967-08-07,55,gonzalez moreno,stephenclark@hotmail.com,6239
192,universidad tecnológica nacional,farmacia,2020-10-23,nan,scott may,male,1925-08-22,97,longchamps,roblesvictoria@hotmail.com,1854
193,universidad tecnológica nacional,bioquímica,2020-12-16,nan,jennifer wilson,female,1935-03-24,87,pellegrini,ysmith@hotmail.com,6346
194,universidad tecnológica nacional,ingeniería electrónica,2020-11-27,nan,susan gentry,female,1963-01-11,59,jose clemente paz,parkergabriela@yahoo.com,1665
195,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-18,nan,adam hughes,male,2017-09-23,4,aguada grande,sharon01@hotmail.com,9053
196,universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-04,nan,david house,male,1986-01-07,36,caseros,zandrews@hotmail.com,1678
197,universidad tecnológica nacional,licenciatura en sociología ,2020-09-15,nan,allison roach,female,1963-08-29,59,bombal,ochavez@yahoo.com,2179
198,universidad tecnológica nacional,bioquímica,2020-09-19,nan,jeffrey phillips,male,2003-08-02,19,kilometro 23,robert49@gmail.com,3589
199,universidad tecnológica nacional,contador público ,2020-10-31,nan,kurt hill,male,1913-08-18,109,aparzo,andersonsarah@yahoo.com,4630
200,universidad tecnológica nacional,diseño industrial,2020-09-20,nan,debra carter,female,1914-07-27,108,calderon,stevensrobert@hotmail.com,8101
201,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-11-14,nan,rebecca compton,female,1992-01-09,30,algarrobo,xlopez@yahoo.com,2935
202,universidad tecnológica nacional,arquitectura,2020-12-18,nan,hector king,male,1909-08-17,113,gobernador benegas,fisherdenise@gmail.com,5544
203,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-26,nan,joseph kaiser,male,1989-04-09,33,arminda,ucollier@hotmail.com,2119
204,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-11-15,nan,garrett wells,male,1994-06-16,28,alberto gerchunoff,brian10@gmail.com,3170
205,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-10,nan,janice mcneil,female,1985-05-21,37,campana,steven10@yahoo.com,2804
206,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-10-25,nan,jodi york,female,2020-06-12,2,alferez san martin,diazkimberly@hotmail.com,8117
207,universidad tecnológica nacional,contador público ,2021-01-16,nan,jennifer marquez,female,1996-03-13,26,colhue huapi,josechristian@yahoo.com,9021
208,universidad tecnológica nacional,actuario ,2020-10-05,nan,cynthia fletcher,female,2011-01-19,11,barcala,qjones@gmail.com,5587
209,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-09-28,nan,corey mora jr.,male,1919-04-15,103,28 de noviembre,milesmatthew@hotmail.com,9407
210,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-20,nan,edward west,male,2009-01-26,13,el tropezon,melissa90@hotmail.com,3009
211,universidad tecnológica nacional,técnico para bioterios ,2020-12-17,nan,mary cox,female,1996-07-02,26,pontaut,ykerr@gmail.com,7535
212,universidad tecnológica nacional,licenciatura en sociología ,2020-10-27,nan,bill wolfe,male,2006-03-06,16,baños pismanta,rodriguezpatricia@hotmail.com,5465
213,universidad tecnológica nacional,contador público ,2020-11-03,nan,anthony nolan,male,1918-05-11,104,san justo,christinerobbins@yahoo.com,1754
214,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-05,nan,steven walker,male,2003-02-11,19,25 de mayo,jessicanorman@hotmail.com,3363
215,universidad tecnológica nacional,licenciatura en psicología,2020-11-29,nan,rachel curtis md,female,1983-03-02,39,agua de la piedra,marvinbrowning@hotmail.com,5475
216,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-11-23,nan,xavier roberts,male,2012-02-02,10,san genaro norte,steven61@gmail.com,2147
217,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-04,nan,kathryn diaz,female,1927-01-14,95,arroyo pescado,vdeleon@gmail.com,9200
218,universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-26,nan,jennifer duke,female,1918-12-30,103,azara,nmorgan@gmail.com,3351
219,universidad tecnológica nacional,licenciatura en ciencia política ,2020-09-22,nan,william reed,male,2003-09-30,18,baldes de pacheco,karen86@gmail.com,5276
220,universidad tecnológica nacional,arquitectura,2020-11-18,nan,warren sims,male,1921-12-10,100,cañadita,hwhite@gmail.com,3052
221,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-12-24,nan,brooke griffin,female,2008-04-09,14,acostilla,rjones@yahoo.com,4113
222,universidad tecnológica nacional,actuario ,2020-12-16,nan,thomas thompson,male,1934-08-15,88,11 de septiembre,angelamendoza@yahoo.com,1657
223,universidad tecnológica nacional,ciencias veterinarias,2020-09-06,nan,christopher wilkins,male,1950-04-17,72,del valle,herreramisty@hotmail.com,6509
224,universidad tecnológica nacional,ingeniería en informática,2020-11-27,nan,craig fox,male,1924-09-05,97,banda varela,kellyhunter@gmail.com,4700
225,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-10-10,nan,scott williams,male,1946-02-20,76,jose leon suarez,jacksonjonathan@gmail.com,1655
226,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-13,nan,alice arnold,female,2011-02-25,11,cerro aconcagua,parsonsandrea@hotmail.com,5500
227,universidad tecnológica nacional,ingeniería electrónica,2020-10-21,nan,elizabeth strong,female,2007-11-26,14,el zorro,jonesrachel@hotmail.com,8151
228,universidad tecnológica nacional,diseño de imagen y sonido,2020-11-04,nan,cristina rangel,female,2007-03-08,15,la limpia,belinda53@gmail.com,6645
229,universidad tecnológica nacional,farmacia,2021-01-04,nan,wendy russell,female,1956-11-29,65,anzoategui,ymarshall@hotmail.com,8138
230,universidad tecnológica nacional,licenciatura en administración ,2020-10-02,nan,ashley moore,female,1953-03-04,69,armstrong,shawn67@hotmail.com,2508
231,universidad tecnológica nacional,agronomía,2020-09-20,nan,daniel cooper,male,1937-09-25,84,chavarria,scottpamela@gmail.com,3474
232,universidad tecnológica nacional,bioquímica,2020-09-16,nan,jennifer scott,female,1932-02-06,90,esc nav militar rio sant,john89@hotmail.com,1927
233,universidad tecnológica nacional,ingeniería electrónica,2021-01-02,nan,michael henson,male,1951-11-20,70,general rojo,cassidyphillips@yahoo.com,2905
234,universidad tecnológica nacional,agronomía,2020-12-04,nan,kimberly johnson,female,1963-09-11,58,barrio villa saladillo,johnsonedward@hotmail.com,7260
235,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-14,nan,amanda harrison,female,1925-01-31,97,barranqueras,william28@gmail.com,3503
236,universidad tecnológica nacional,medicina,2021-02-01,nan,charles li,male,1972-08-02,50,cara mala,jcrosby@hotmail.com,9313
237,universidad tecnológica nacional,agronomía,2020-09-05,nan,krista ball,female,1953-06-18,69,agua de la zorra,hansenlisa@hotmail.com,5460
238,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-23,nan,patrick martin,male,2008-02-11,14,30 de agosto,halljennifer@gmail.com,6405
239,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-17,nan,kevin hall,male,2009-05-17,13,maori,emilyking@gmail.com,7633
240,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-25,nan,debra edwards,female,1946-10-31,75,colonia mackinlay,howardbrian@hotmail.com,2347
241,universidad tecnológica nacional,licenciatura en psicología,2021-01-22,nan,lori hubbard,female,1908-12-05,113,azopardo,sandra69@yahoo.com,8181
242,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-04,nan,kenneth thompson,male,1948-03-07,74,jose ferrari,samueljohnson@hotmail.com,1905
243,universidad tecnológica nacional,ingeniería mecánica,2020-12-02,nan,gilbert barton,male,1937-01-10,85,agua negra,jeremyward@gmail.com,4101
244,universidad tecnológica nacional,ingeniería electrónica,2020-11-05,nan,dr. erin rhodes,female,1960-11-05,61,gobernador lanusse,jared75@hotmail.com,3376
245,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-10,nan,adam mcdonald,male,2021-06-24,1,colonia bella italia,ksmith@gmail.com,2300
246,universidad tecnológica nacional,ciencias veterinarias,2020-10-16,nan,michael wright,male,2015-05-13,7,aguada del loro,heather85@gmail.com,8520
247,universidad tecnológica nacional,diseño industrial,2020-11-01,nan,gina lopez,female,2021-03-11,1,caleufu,kimberly58@yahoo.com,6387
248,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-20,nan,tracy dunn,female,2020-12-15,1,alto nuestra señora del valle,alison79@yahoo.com,4109
249,universidad tecnológica nacional,actuario ,2020-12-10,nan,bradley flores,male,1974-02-16,48,armstrong,carla01@yahoo.com,2508
250,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-21,nan,stephanie collier,female,1908-09-20,113,gobernador crespo,harrisonjoshua@gmail.com,3044
251,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-06,nan,gary best,male,1928-06-07,94,glew,qhoffman@gmail.com,1856
252,universidad tecnológica nacional,licenciatura en ciencia política ,2020-10-07,nan,robert austin,male,1996-03-10,26,bahia lapataia,bcortez@yahoo.com,9410
253,universidad tecnológica nacional,ingeniería electrónica,2020-09-27,nan,wanda martin,female,1983-01-30,39,empalme frontera,dmanning@gmail.com,5553
254,universidad tecnológica nacional,actuario ,2020-09-22,nan,tamara escobar,female,1966-08-19,56,chancay,michelle73@yahoo.com,6017
255,universidad tecnológica nacional,licenciatura en sociología ,2020-09-26,nan,christine allen,female,1985-08-03,37,estacion saladas,sarahhopkins@gmail.com,3428
256,universidad tecnológica nacional,farmacia,2020-10-16,nan,stephanie patterson,female,1941-06-22,81,cavour,prichardson@yahoo.com,3081
257,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-29,nan,alexander jordan,male,1936-09-21,85,arrechea,juan41@gmail.com,3355
258,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-22,nan,danny clark,male,1995-04-19,27,peyrano,kaylagarcia@yahoo.com,2113
259,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-16,nan,nicole nicholson,female,1995-11-04,26,arturo segui,ashleymitchell@yahoo.com,1895
260,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-14,nan,mr. james long,male,2021-09-13,0,arroyo ceibal,danielsmith@hotmail.com,3416
261,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-17,nan,kimberly wolf,female,2000-04-22,22,camaron chico,jonathon92@yahoo.com,7116
262,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-04,nan,michael brown,male,1969-08-18,53,amilgancho,warrenjanet@yahoo.com,5300
263,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2021-01-26,nan,carmen evans,female,1954-01-17,68,colonia zapata,jchapman@hotmail.com,5436
264,universidad tecnológica nacional,técnico para bioterios ,2020-09-14,nan,daniel ortiz,male,1935-08-24,87,angaco norte,kimberlywatson@gmail.com,5415
265,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-08,nan,alexander wilcox dds,male,1925-02-27,97,colonia los tres usaris,fmcneil@gmail.com,2760
266,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-30,nan,lisa joseph,female,2015-04-02,7,25 de mayo,brennanstephen@yahoo.com,3363
267,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-03,nan,shannon ruiz,female,1917-09-17,104,casimiro gomez,emorton@hotmail.com,6214
268,universidad tecnológica nacional,ciencias veterinarias,2020-10-27,nan,christine lowery,female,1945-12-14,76,claverie,angela56@hotmail.com,7163
269,universidad tecnológica nacional,contador público ,2020-10-22,nan,shelby carroll,female,1986-10-27,35,colonia rivas,stephaniejohnson@yahoo.com,3164
270,universidad tecnológica nacional,licenciatura en musicoterapia,2020-09-18,nan,kenneth martin,male,1963-03-23,59,antonio tomas sud,felicia40@hotmail.com,3134
271,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-09,nan,christine jackson,female,2005-02-24,17,gandolfi,fieldsheather@hotmail.com,3526
272,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-26,nan,daniel thompson,male,1948-12-17,73,garin,victoriawallace@hotmail.com,1619
273,universidad tecnológica nacional,licenciatura en administración ,2021-01-16,nan,jessica dickerson,female,2010-11-10,11,diamante,miguelmejia@gmail.com,3105
274,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-16,nan,scott mason,male,2017-07-09,5,las palmas,huynhrichard@hotmail.com,2806
275,universidad tecnológica nacional,arquitectura,2020-10-21,nan,lee rogers,male,1920-04-08,102,bajo caracoles,johngreen@hotmail.com,9315
276,universidad tecnológica nacional,medicina,2021-01-12,nan,andrew irwin,male,1993-03-04,29,luis guillon,mpratt@yahoo.com,1838
277,universidad tecnológica nacional,licenciatura en psicología,2020-10-12,nan,bradley smith,male,1918-08-01,104,alto jaguel,megan34@gmail.com,5359
278,universidad tecnológica nacional,agronomía,2020-12-17,nan,henry avery,male,1952-02-13,70,arroyo urquiza,jamiecarter@gmail.com,3280
279,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-27,nan,ashley miller,female,2003-12-03,18,rio tala,shahstacey@yahoo.com,2944
280,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-12-12,nan,matthew flores,male,2018-09-24,3,olascoaga,nalvarez@gmail.com,6652
281,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-21,nan,sara smith md,female,1983-06-02,39,cramer,john99@yahoo.com,5733
282,universidad tecnológica nacional,licenciatura en sociología ,2020-11-13,nan,megan thomas,female,1931-04-05,91,banda varela,debracarroll@yahoo.com,4700
283,universidad tecnológica nacional,ingeniería mecánica,2020-09-23,nan,shelby yang,female,1912-06-07,110,haras san jacinto,thomas25@yahoo.com,2705
284,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-10-30,nan,jeffrey moore,male,2011-11-17,10,arroyo las minas,pbrown@gmail.com,8415
285,universidad tecnológica nacional,licenciatura en psicología,2020-11-16,nan,henry martin,male,1996-05-19,26,comandante nicanor otamendi,yross@yahoo.com,7603
286,universidad tecnológica nacional,licenciatura en administración ,2020-10-15,nan,katherine lindsey,female,1997-05-02,25,cooper,jacksonalexandra@hotmail.com,7639
287,universidad tecnológica nacional,bioquímica,2020-09-30,nan,robert ramsey,male,1929-08-26,93,arroyo ceibo,ryanlarsen@yahoo.com,3191
